ID,material,sp_group_symbol,sp_group_number,nelements,z_max,a,b,c,alpha,beta,gamma,Nsites,hform,magnetization,stability-class,magnetic-class
mp-3534,Ge2Sb2Te5,P-3m1,164,3,52,4.26483213,4.26483213,17.999105,90.0,90.0,120.0,9,-324.49902148148067,8.962295301773429e-07,1,0
mp-562283,GePb3O5,Cmm2,35,3,82,7.577172,7.689226,5.500928,90.0,90.0,90.0,18,-1635.7142454166665,3.968819786070676e-07,1,0
mp-1018141,BaC2,R-3m,166,2,56,5.23763473,5.23763473,7.4578585,90.0,90.0,120.0,9,176.0853683333323,2.538094230518927e-06,0,0
mp-12875,ReO2,P4_2/mnm,136,2,75,4.924958,4.924958,2.742747,90.0,90.0,90.0,6,-1775.9814658333323,8.308342063242676e-05,1,0
mp-1223984,HgPb3,P4/mmm,123,2,82,3.93986736,3.93986736,7.60846411,90.0,90.0,90.0,4,32.1800462500001,3.386879870189089e-09,0,0
mp-19905,Co2Si,Pnma,62,2,27,3.70480194,4.85567766,6.96650294,90.0,90.0,90.0,12,-433.5693258333333,0.0483592336671926,1,1
mp-1245879,Mn2FeN2,P-3m1,164,3,26,3.02625241,3.02625241,5.92732662,90.0,90.0,120.0,5,-100.46002917241452,0.0331809589244839,1,1
mp-13532,La2ZnNi2,Immm,71,3,57,4.389074,5.534284,8.483708,90.0,90.0,90.0,10,-359.04442200000017,1.584490832091977e-05,1,0
mp-1045720,ZnCr2O6,Pmn2_1,31,3,30,5.007226,5.36669,7.193667,90.0,90.0,90.0,18,-1571.1993180555553,0.020697008166859,1,1
mp-867191,Sm2TlCd,Fm-3m,225,3,81,7.6419967,7.6419967,7.6419967,90.0,90.0,90.0,16,-359.4159933333332,0.0080692777302608,1,0
mp-21244,Cr3RhN,Pm-3m,221,3,45,3.819403,3.819403,3.819403,90.0,90.0,90.0,5,-305.9809989999991,0.0134686898811078,1,1
mp-1232293,Mg(AlSn)2,P-3m1,164,3,50,4.46628588,4.466285880000001,7.23293,90.0,90.0,120.0,5,76.2921400000003,1.0662623879500631e-05,0,0
mp-1095186,K(NpSe3)2,Immm,71,3,93,4.117774,5.51445,21.785792,90.0,90.0,90.0,18,-1349.7941127291665,0.0259570073729336,1,1
mp-1097512,LiZnCd2,Immm,71,3,48,11.351326,11.362572,16.058964,90.0,90.0,90.0,8,731.0869741666667,8.419876306485605e-07,0,0
mp-1246033,Fe(CoN)3,P6_3/mmc,194,3,27,6.3153988,6.3153988000000005,3.865529,90.0,90.0,120.0,14,59.976275714286096,2.4542779491391888e-05,0,0
mp-1216181,Y2(B2Rh3)3,P6/mmm,191,3,45,5.57382582,5.57382582,8.52003811,90.0,90.0,120.0,17,-632.9221799019602,1.308706598572721e-09,1,0
mp-1184054,CuNi3,I4/mmm,139,2,29,3.51242368,3.51242368,6.93835714,90.0,90.0,90.0,8,31.9354175000006,0.0446397058612672,0,1
mp-1078797,SmMnSi2,Cmcm,63,3,62,4.00923124,17.57272368,3.95443936,90.0,90.0,90.0,16,-597.7159557327595,0.0309695156254434,1,1
mp-17413,Ti3Rh5,Pbam,55,2,45,4.11055216,5.37826891,10.42889808,90.0,90.0,90.0,16,-775.8801987499986,4.3372943897088444e-10,1,0
mp-1023156,CaMg6W,Amm2,38,3,74,6.342705,11.071512,5.073954,90.0,90.0,90.0,16,351.8373462499999,0.0024508761353285,0,0
mp-1102179,TmNiSn,Pnma,62,3,69,4.40654872,6.98940731,7.59732427,90.0,90.0,90.0,12,-663.1306472222213,7.692595839134371e-09,1,0
mp-1245844,Cr(CdN)3,P6_3/mmc,194,3,48,6.92392016,6.92392016,5.265439,90.0,90.0,120.0,14,99.4466935714299,0.0072225245495945,0,0
mp-1074408,Mg4Si3,P1,1,2,14,4.748022,7.53427406,8.0076286,88.99618472000002,87.99719496,87.81019223999999,14,54.964319285714495,3.36917435426286e-06,0,0
mp-982380,Li2Mg,Cm,8,2,12,11.34171,3.100202,7.29031336,90.0,106.17343949000002,90.0,12,-34.756183888889,5.698760842387343e-06,1,0
mp-627,NpSe,Fm-3m,225,2,93,5.84902649,5.84902649,5.84902649,90.0,90.0,90.0,8,-1299.778385546876,0.0858565528102462,1,1
mp-1218861,Sr2Bi2O5,Amm2,38,3,83,3.91954,14.908546,6.280264,90.0,90.0,90.0,18,-2229.041640787037,2.444786698582461e-06,1,0
mp-972912,La3Er,I4/mmm,139,2,68,5.19803918,5.19803918,10.50347622,90.0,90.0,90.0,8,32.2711137500002,2.11416605998235e-08,0,0
mp-973891,LaV,Pm-3m,221,2,57,3.739359,3.739359,3.739359,90.0,90.0,90.0,2,549.6010124999992,0.0573350575549727,0,1
mp-1079954,Er2InNi2,P4/mbm,127,3,68,7.3216966,7.3216966,3.47291345,90.0,90.0,90.0,10,-523.4099460000003,1.28912141998497e-08,1,0
mp-1099275,Mg6FeSi,Amm2,38,3,26,6.076004,10.468456,4.834646,90.0,90.0,90.0,16,175.9229675,0.0155765058171714,0,1
mp-758249,Li(FeO2)3,C2/m,12,3,26,5.111738,9.02906,5.27061022,90.0,106.39083538,90.0,20,-1496.2944965833328,0.1114045061118606,1,1
mp-1224480,Hf3ScGa12,P4mm,99,3,72,3.977986,3.977986,17.607207,90.0,90.0,90.0,16,-405.0365559374995,0.000112721489308,1,0
mp-1007855,FeNi3,I4/mmm,139,2,28,3.533958,3.533958,7.079184,90.0,90.0,90.0,8,-72.72683249999989,0.1004244341160439,1,1
mp-1205999,Rb3TmF6,I4/mmm,139,3,69,7.144144,7.144144,9.53952,90.0,90.0,90.0,20,-3527.2932224166666,3.0532840292752667e-06,1,0
NOVA-323,Co2Fe12Ta2,Pmm2,25,3,73,4.06768,8.12922,5.88109,90.0,90.0,90.0,16,-60.4671,0.154,1,1
mp-1180396,Mg(ClO3)2,C2/m,12,3,17,9.600298,7.458794,4.45662812,90.0,93.43165122,90.0,18,-440.9586280555559,0.0251130984267944,1,1
mp-18978,Sr2MnO4,I4/mmm,139,3,38,3.8033639,3.8033639,12.449406,90.0,90.0,90.0,14,-2696.912428037767,0.0333141484832649,1,1
mp-30878,TbTl,Pm-3m,221,2,81,3.77847879,3.77847879,3.77847879,90.0,90.0,90.0,2,-346.6638866666667,6.302719086002966e-08,1,0
mp-1223786,HoZnSi,P-6m2,187,3,67,4.0650488,4.0650488,4.02446334,90.0,90.0,120.0,3,-594.9214833333336,2.7781134771998946e-08,1,0
mp-1024960,PrScSi,I4/mmm,139,3,59,4.310926,4.310926,16.02374,90.0,90.0,90.0,12,-585.3045916666666,0.0123845541334844,1,1
mp-1221594,MnO4,I4_1/amd,141,2,25,5.748054,5.748054,9.914012,90.0,90.0,90.0,20,-574.335396586207,0.0122223666916528,1,1
mp-7905,SiO2,Ibam,72,2,14,4.729252,5.762022,6.25086,90.0,90.0,90.0,12,-2851.1557108333327,5.631213970359381e-06,1,0
mp-862696,CeGa3,P6_3/mmc,194,2,58,6.50106002,11.20469157,4.53766353,90.0,90.0,90.0,16,-554.1259681249996,0.0119294072386107,1,1
mp-18162,Li(CuO)2,Pnma,62,3,29,2.84846908,5.66531787,12.35734477,90.0,90.0,90.0,20,-1232.706009166666,0.0200585304360034,1,1
mp-974799,Rb3Sr,Pm-3m,221,2,38,6.828638,6.828638,6.828638,90.0,90.0,90.0,4,136.10010770833318,0.0003757774866437,0,0
mp-1061298,N2,P6_3/mmc,194,1,7,2.51947379,2.51947379,2.446002,90.0,90.0,120.0,2,3630.317585,8.924299602377817e-08,0,0
mp-1187779,UReO3,Pm-3m,221,3,92,3.981263,3.981263,3.981263,90.0,90.0,90.0,5,-1847.22586825,0.0298243888833692,1,1
mp-1073823,MgSi,P-1,2,2,14,4.516591,5.42829522,9.9371123,93.62204642,102.57385855,110.70640004,12,127.1607958333334,1.6107927595465317e-05,0,0
mp-1185941,MgReO3,Pm-3m,221,3,75,3.922568,3.922568,3.922568,90.0,90.0,90.0,5,-1733.9956402499995,3.1503735051075935e-05,1,0
mp-20747,LiSi3Pd,I4mm,107,3,46,3.41743,3.41743,13.567582,90.0,90.0,90.0,10,66.14383333333359,5.133494915662298e-05,0,0
mp-1342178,MgSbO3,P2_1/m,11,3,51,5.549974,7.950041,5.56526186,90.0,91.81037144,90.0,20,-2180.4921417500004,3.693545960556157e-05,1,0
mp-1183220,AcRh2Pb,Fm-3m,225,3,89,7.03658992,7.03658992,7.03658992,90.0,90.0,90.0,16,-334.63160312499963,0.0039148618139634,1,0
mp-1063610,UV2,P6/mmm,191,2,92,4.7231361,4.7231361,2.590717,90.0,90.0,120.0,3,481.2182233333324,0.0069020454015436,0,0
mp-1192792,SrRuO3,Pnma,62,3,44,13.159769,13.167603,17.98677,90.0,90.0,90.0,20,1968.3112119166667,0.0102669585073137,0,1
mp-715553,VO2,P1,1,2,23,2.937993,4.94963127,9.35738283,90.03499823,92.41619434,90.37545112,12,-2409.6188858333344,0.0294223011424033,1,1
mp-1186424,Pd3F,Fm-3m,225,2,46,6.18011,6.18011,6.18011,90.0,90.0,90.0,16,-82.67850562500011,0.029885676645952,1,1
mp-1002117,TcN,Pm-3m,221,2,43,2.681072,2.681072,2.681072,90.0,90.0,90.0,2,591.8663500000001,5.245450164547189e-05,0,0
mp-551203,Sr2I2O,Ibam,72,3,53,14.59764696,7.55517505,6.52888106,90.0,116.37364823,90.0,20,-2465.8898864166663,9.610777108587036e-09,1,0
mp-1186413,PaRe3,I4/mmm,139,2,91,4.298658,4.298658,7.549148,90.0,90.0,90.0,8,300.5444112500015,1.7118692641019628e-06,0,0
mp-980537,RbYbO3,Pm-3m,221,3,70,4.541931,4.541931,4.541931,90.0,90.0,90.0,5,-1617.3354467500003,0.0320184023704016,1,1
mp-567844,Gd2Fe2I,P6_3/mmc,194,3,64,3.97781021,3.97781021,17.345301,90.0,90.0,120.0,10,-612.2745169999988,0.1049740986540081,1,1
mp-1223952,Ho2NiSb4,P-4m2,115,3,67,4.30380644,4.30380644,9.28525935,90.0,90.0,90.0,7,-826.102847142857,6.977209207067229e-09,1,0
mp-1207211,Tl2SI2,P4/mmm,123,3,81,5.549717,5.549717,13.830428,90.0,90.0,90.0,5,-171.5896699583328,7.869129908037202e-07,1,0
mp-1190277,Sc(NF2)3,P4/mnc,128,3,21,5.246134,5.246134,9.950593,90.0,90.0,90.0,20,-475.097865,0.0438180959939725,1,1
mp-1184974,Li2ScIn,Fm-3m,225,3,49,6.59976502,6.59976502,6.59976502,90.0,90.0,90.0,16,-257.8877304166669,1.6001931702720554e-07,1,0
mp-1021292,KMg6Cd,Amm2,38,3,48,6.66595,11.69758,5.367335,90.0,90.0,90.0,16,135.6248239999999,9.98517298103632e-07,0,0
mp-557266,HgO2,Pbca,61,2,80,4.909914,6.215873,6.288915,90.0,90.0,90.0,12,-66.9283049999993,2.448759394721953e-08,1,0
mp-1226724,CdSb,Pmmm,47,2,51,3.108627,3.239193,5.474133,90.0,90.0,90.0,2,16.929235000000002,0.0002254348473554,0,0
mp-1096343,VRe2Si,Immm,71,3,75,8.954118,10.371782,14.625576,90.0,90.0,90.0,8,3955.113352500001,0.0044173530109189,0,0
mp-1206389,ZrCd,P4/mmm,123,2,48,2.923565,2.923565,12.015827,90.0,90.0,90.0,4,546.6547750000004,1.120035904563123e-05,0,0
mp-1205985,Zr6Te2Pt,P-62m,189,3,78,7.78287032,7.78287032,3.76296335,90.0,90.0,120.0,9,-710.8721425925937,5.065937208744424e-09,1,0
mp-755285,FeHO2,P3m1,156,3,26,10.95144034,3.08094648,5.315811210000001,90.0,118.86483977,90.0,16,-1473.16076125,1.1459404209144078e-08,1,0
mp-1223277,La4Mn3Sb8,P-4m2,115,3,57,4.422049,4.422049,21.221911,90.0,90.0,90.0,15,-756.4470835862077,0.0299154249521973,1,1
mp-8995,Cs2NbF6,P-3m1,164,3,55,6.40929642,6.40929642,4.8683174,90.0,90.0,120.0,9,-3248.234202318008,0.0057739066864576,1,0
mp-759116,YbAlO3,P6_3/mmc,194,3,70,3.39722979,3.39722979,11.91768,90.0,90.0,120.0,10,-3080.4230082500003,0.0167801380530247,1,1
mp-1216654,U2NiSb4,P-4m2,115,3,92,4.34843348,4.34843348,9.27283135,90.0,90.0,90.0,7,-456.6977885714282,0.0265257187851956,1,1
mp-1218858,Sr2AlIn3,P3m1,156,3,49,5.01540016,5.01540016,8.028003,90.0,90.0,120.0,6,-379.9188755555554,4.536043148485924e-05,1,0
MMD-1438,YCo,Cmcm,63,2,39,4.07033425,10.27958337,3.88535605,90.0,90.0,90.0,8,-184.0,0.008,1,0
NOVA-1441,Fe16Ta4,Pm,6,2,73,7.19405,4.12423,8.764770000000002,90.0,105.43431,90.0,20,-80.29,0.121,1,1
mp-1272149,NaNiO2,P-1,2,3,28,2.99576827,4.989969,10.80694131,102.80368367,96.35651116,92.09466681000002,16,-1320.592205387931,0.0255993516789966,1,1
mp-1018123,TiAu2,I4/mmm,139,2,79,3.43727479,3.43727479,8.57881782,90.0,90.0,90.0,6,-423.1386777777779,0.0100398140983142,1,1
mp-1185110,K3Rh,I4/mmm,139,2,45,5.71111,5.71111,8.546916,90.0,90.0,90.0,8,574.01481525,3.953039087962644e-07,0,0
mp-1212442,Hf5Si3N,P6_3/mcm,193,3,72,7.787252,7.787252,5.51860349,90.0,90.0,120.0,18,-1081.1580305555567,2.0702507784818032e-08,1,0
mp-865431,YbZnAu2,Fm-3m,225,3,79,6.69754668,6.69754668,6.69754668,90.0,90.0,90.0,16,-629.3942525,1.3314128485938903e-09,1,0
mp-640922,CeInPt,P-62m,189,3,78,7.75125313,7.75125313,4.01463913,90.0,90.0,120.0,9,-920.3241638888886,0.0145236530865155,1,1
mp-1093885,La2MgZn,Immm,71,3,57,12.43353545,12.99080365,18.34698049,90.0,90.0,90.0,8,2144.3482275,0.0030968691363298,0,0
mp-631389,SiWCl2,Fm-3m,225,3,74,6.336552,6.336552,6.336552,90.0,90.0,90.0,16,793.6803825000007,0.0004555566727334,0,0
mp-973464,LaEr3,I4/mmm,139,2,68,5.1325459,5.1325459,9.84134724,90.0,90.0,90.0,8,47.7257312500007,6.5519546125295474e-06,0,0
mp-2479693,LiCaSn,P-6m2,187,3,50,4.92411754,4.924117540000001,10.8326052,90.0,90.0,120.0,9,-560.9583594444443,4.396221822539435e-10,1,0
mp-1187933,Yb2TlZn,Fm-3m,225,3,81,7.33735266,7.33735266,7.33735266,90.0,90.0,90.0,16,-403.1607758333331,1.923957224963945e-08,1,0
mp-996966,KAgO2,Pmmm,47,3,47,3.04639,3.72878,5.93143,90.0,90.0,90.0,4,-1003.4101367916666,6.059931414166182e-06,1,0
MMD-2535,YFeNi4,P-6m2,187,3,39,4.94918215,4.94918215,3.92439799,90.0,90.0,120.0,6,-247.7,0.048,1,1
mp-1245665,KPdN,P-6m2,187,3,46,5.07628724,5.07628724,3.737893,90.0,90.0,120.0,3,129.3274506666672,3.343412911226818e-06,0,0
mp-753716,BaCa2I6,P2_1/c,14,3,56,7.484976,8.071068,15.655335279999996,90.0,113.96136414,90.0,18,-1883.6347572222223,2.533960797505712e-07,1,0
mp-646399,Gd(NiGe)2,I4/mmm,139,3,64,4.05454702,4.05454702,9.79305554,90.0,90.0,90.0,10,331.14998000000065,0.0922593006522224,0,1
mp-865863,Li2TlPd,Fm-3m,225,3,81,6.2711997,6.2711997,6.2711997,90.0,90.0,90.0,16,-358.8496724999999,6.487361373804116e-09,1,0
mp-1104001,Ba(MoSe)3,P6_3/m,176,3,56,9.09957812,9.09957812,4.53056,90.0,90.0,120.0,14,-1009.3494295758936,1.1608846643521532e-05,1,0
mp-730189,CBrN,P4/nmm,129,3,35,5.477869,5.477869,5.656647,90.0,90.0,90.0,6,177.0554908333335,5.856039836826655e-06,0,0
mp-1186371,PPb3,I4/mmm,139,2,82,4.579248,4.579248,10.763948,90.0,90.0,90.0,8,265.8188616666672,4.30968754013667e-05,0,0
mp-18695,Fe15Co,Pm-3m,221,2,27,5.72601186,5.72601186,5.72601186,90.0,90.0,90.0,16,-10.9864596874995,0.2240709615763484,1,1
mp-13685,Cr2S3,P-31c,163,2,24,6.02587986,6.02587986,11.265034,90.0,90.0,120.0,20,-993.3650998749996,0.0677474788626878,1,1
mp-1179108,ScO2,Cmcm,63,2,21,3.359992,11.621766,3.970693,90.0,90.0,90.0,12,-2979.9129208333334,0.0258129813111347,1,1
mp-1180226,Na2O2,Pbcm,57,2,11,3.006547,5.525968,6.370084,90.0,90.0,90.0,8,-1029.0737564008618,0.0378049122165514,1,1
mp-1226375,Cr3Rh3S8,P-1,2,3,45,6.08166,6.401895700000001,6.89665947,105.01763649,90.31093599,116.13248718,14,-820.1340817857152,0.0396187106332079,1,1
mp-30208,YCuP2,P4/nmm,129,3,39,3.71435046,3.71435046,9.77992033,90.0,90.0,90.0,8,-869.6984033333334,7.411377372606554e-10,1,0
mp-1186860,Rb3Mg,P6_3/mmc,194,2,37,9.22634599,9.22634599,7.052788,90.0,90.0,120.0,8,177.284083125,1.591557436433389e-05,0,0
mp-1093967,Al2CuRh,Immm,71,3,45,9.50997,9.52574,13.333844,90.0,90.0,90.0,8,1802.3131300000005,8.434429181762169e-07,0,0
mp-31458,TiSbRu,F-43m,216,3,51,6.15923,6.15923,6.15923,90.0,90.0,90.0,12,-454.6816177777775,0.0003083542205174,1,0
mp-5590,YMgGa,P-62m,189,3,39,7.26296524,7.26296524,4.42438267,90.0,90.0,120.0,9,-515.0789291666666,3.4632741128443e-09,1,0
mp-1226566,CeOsRu,Imma,74,3,76,5.040156,5.50403226,7.84139156,90.0,90.0,90.0,12,-270.7767933333341,2.951324328083155e-07,1,0
mp-1096398,Zr2FeCo,Immm,71,3,40,8.48965,11.773842,16.632696,90.0,90.0,90.0,8,3164.63881625,2.038790900069413e-05,0,0
mp-1246458,Zr(GaN)2,P-3m1,164,3,40,3.24079937,3.2407993700000004,8.550325,90.0,90.0,120.0,5,-659.2310529999999,1.640962317903788e-05,1,0
mp-865630,Yb2AgGe,Fm-3m,225,3,70,7.08296044,7.08296044,7.08296044,90.0,90.0,90.0,16,-573.4001854166668,2.251363076187168e-09,1,0
mp-1103568,Tm(Fe2Ge)2,P4_2/mnm,136,3,69,7.147847,7.147847,3.829775,90.0,90.0,90.0,14,-299.82876309523783,0.0407580430764272,1,1
mp-1147680,Cu2SiO4,I-42m,121,3,29,5.0877465,5.0877465,6.36397501,90.0,90.0,90.0,14,-1795.0183249999998,0.0242600959443533,1,1
mp-3015,HoInCu,P-62m,189,3,67,7.39629924,7.39629924,3.90677181,90.0,90.0,120.0,9,-412.65442999999954,7.942179574033286e-07,1,0
mp-1216857,U4(BRu4)3,P4/mmm,123,3,92,4.155951,4.155951,16.382147,90.0,90.0,90.0,19,-384.5681582894736,0.0027313232623812,1,0
mp-1786,Ti3Au,Pm-3n,223,2,79,5.08600641,5.08600641,5.08600641,90.0,90.0,90.0,8,-353.3425137500003,1.0641364664582003e-08,1,0
mp-1206994,La3SnN,Pm-3m,221,3,57,5.10650907,5.10650907,5.10650907,90.0,90.0,90.0,5,-1074.9282469999996,6.984102826515586e-08,1,0
NOVA-812,Fe12Ge2,P-1,2,2,32,4.74737,4.75611,7.44457,80.09220000000002,86.71128,84.76641,14,-67.0157,0.169,1,1
mp-1189226,Sm(BOs)4,P4_2/n,86,3,76,7.594416,7.594416,4.018841,90.0,90.0,90.0,18,-385.4370951851851,0.0005945524832449,1,0
mp-1073012,Mg2Si3,P1,1,2,14,3.783736,5.88871249,17.3690404,93.78127033,92.91799196,97.95639356,20,157.27550249999987,2.056639758676532e-06,0,0
mp-1079976,TmNiGe2,Cmcm,63,3,69,4.026642,16.65474,4.171721,90.0,90.0,90.0,16,-650.4562291666663,1.2510420642173308e-07,1,0
mp-1222365,Lu2Ga3Cu,P3m1,156,3,71,4.28198434,4.28198434,6.97996754,90.0,90.0,120.0,6,-571.8533770833325,9.022476976794587e-10,1,0
mp-1232191,TmMgS3,C2/m,12,3,69,7.57040153,11.56177,6.75562177,90.0,120.68160131,90.0,20,-1556.1607707083333,0.0078640216574311,1,0
mp-1009731,ReC,Pm-3m,221,2,75,2.700655,2.700655,2.700655,90.0,90.0,90.0,2,1093.1570637499988,6.677047659834816e-05,0,0
mp-1093938,Be2AgPt,Immm,71,3,78,8.696422,9.898644,13.972546,90.0,90.0,90.0,8,1796.250793333333,4.48621498382439e-07,0,0
mp-1078519,LaSb2Pd,P4/nmm,129,3,57,4.53368656,4.53368656,10.13899602,90.0,90.0,90.0,8,-990.7142012499994,6.238000664136365e-09,1,0
mp-11258,TbAu,Pm-3m,221,2,79,3.58866274,3.58866274,3.58866274,90.0,90.0,90.0,2,-854.0595150000004,2.163725001531055e-09,1,0
mp-754766,LiVF4,C2/m,12,3,23,10.514428,3.12534,5.49905008,90.0,119.09736935,90.0,12,-3148.5532488888894,0.0253326502283695,1,1
mp-754092,ScTiO3,Pna2_1,33,3,22,5.155586,5.519722,7.539189,90.0,90.0,90.0,20,-3540.211139916667,0.0186247670145388,1,1
mp-1183885,Eu2CdGe,Fm-3m,225,3,63,7.688996,7.688996,7.688996,90.0,90.0,90.0,16,-509.77240875,0.1232321533799491,1,1
mp-10154,MnSbIr,F-43m,216,3,77,6.116002,6.116002,6.116002,90.0,90.0,90.0,12,-204.1471359770111,0.0545441958101285,1,1
mp-623295,SmGaCo,Pnma,62,3,62,4.155143,7.761614,7.960901,90.0,90.0,90.0,12,-285.2851391666669,7.898919942329311e-07,1,0
mp-977057,NpAs3,I4/mmm,139,2,93,4.040072,4.040072,9.721962,90.0,90.0,90.0,8,-333.3190809374997,0.0414272686074681,1,1
NOVA-1055,Co8Ni10,I4/mmm,139,2,28,7.46369,7.46369,3.50166,90.0,90.0,90.0,18,-6.9237,0.101,1,1
mp-1247930,Ag7(SI)2,P1,1,3,53,4.53711266,4.70524133,14.9445098,93.58253882,94.00044757,114.99245306,11,-146.6501529924241,3.2990156669482813e-06,1,0
mp-754541,TmTlO2,R-3m,166,3,81,3.44443483,3.44443483,19.54093298,90.0,90.0,120.0,12,-2765.341569374999,1.3860216863053124e-05,1,0
mp-1211615,KC2,Immm,71,2,19,4.621932,5.268364,6.13369,90.0,90.0,90.0,6,1309.0874239999994,0.0133943814110805,0,1
mp-1238899,MnO,F-43m,216,2,25,4.85869052,4.85869052,4.85869052,90.0,90.0,90.0,8,-1900.066883340516,0.1743700174549631,1,1
mp-1207099,Ho(PPd)2,I4/mmm,139,3,67,4.086756,4.086756,9.8998,90.0,90.0,90.0,10,-916.4259233333332,4.707810666609333e-06,1,0
mp-1226346,Cr3(TeSe)2,C2/m,12,3,52,13.77858534,3.88512084,6.67219698,90.0,116.64004649999998,90.0,14,-598.1943511458325,0.062645875256441,1,1
mp-1097141,FeSnRh2,Immm,71,3,50,9.529634,11.027368,15.5434,90.0,90.0,90.0,8,2495.548781249999,0.007346104972764,0,0
mp-862925,PmInPt2,Fm-3m,225,3,78,6.87301252,6.87301252,6.87301252,90.0,90.0,90.0,16,-816.4656668749997,2.8336514040124882e-08,1,0
mp-1183975,GaGe3,Pm-3m,221,2,32,4.278466,4.278466,4.278466,90.0,90.0,90.0,4,239.8337443750002,8.174315849391648e-06,0,0
mp-752749,NaCo3O4,Pmn2_1,31,3,27,5.361497,5.718798,6.764343,90.0,90.0,90.0,16,-1362.3042533189648,0.0964303086769576,1,1
MMD-3331,NiGeN2,Pna2_1,33,3,32,5.36502463,6.49135577,5.12119542,90.0,90.0,90.0,16,243.8,0.044,0,1
mp-866376,TiMn2Ge,Fm-3m,225,3,32,5.871982,5.871982,5.871982,90.0,90.0,90.0,16,-340.10905604885176,0.0392975756563097,1,1
mp-974974,RbMg,Amm2,38,2,37,10.036996,11.941852,5.426578,90.0,90.0,90.0,12,197.20484125,5.484975220132663e-06,0,0
mp-1008624,YBiPd,F-43m,216,3,83,6.69396878,6.69396878,6.69396878,90.0,90.0,90.0,12,-961.3840988888888,1.333548894697433e-09,1,0
mp-1187337,TbErRh2,Fm-3m,225,3,68,6.79161058,6.79161058,6.79161058,90.0,90.0,90.0,16,-889.1055750000003,8.94692465884069e-06,1,0
mp-1100912,VMoO5,Cm,8,3,42,3.82238284,4.87962937,6.04143897,90.60835894,108.31325397,90.16813912,7,-2111.3314062500003,0.0093514096180884,1,1
mp-1183307,Ac3Ce,I4/mmm,139,2,89,5.286892,5.286892,10.515524,90.0,90.0,90.0,8,172.50888187500018,0.0113482348583919,0,1
mp-30332,BaAgBi,P6_3/mmc,194,3,83,5.83297583,5.83297583,7.040773,90.0,90.0,120.0,6,-307.6811455555551,3.2878858434626755e-06,1,0
mp-1017477,LaMg6W,Amm2,38,3,74,6.432658,11.360022,5.020477,90.0,90.0,90.0,16,319.7989543750004,1.8011729571690145e-06,0,0
mp-35417,Li3TaO4,I4/mmm,139,3,73,4.12959,4.12959,8.717958,90.0,90.0,90.0,16,-2787.5427931249988,1.0102789150752745e-06,1,0
mp-765663,VF3,P4_2/mnm,136,2,23,4.869937,4.869937,9.031371,90.0,90.0,90.0,16,-3170.629379375001,0.0373726349673818,1,1
mp-640416,Rb,P1,1,1,37,9.369484,9.44720856,10.4361577,112.91897581,113.91865603,92.0469904,8,56.7278037499999,1.855809276495117e-05,0,0
mp-977113,MgPdAu2,Fm-3m,225,3,79,6.518966,6.518966,6.518966,90.0,90.0,90.0,16,-437.171255,1.176164993376324e-05,1,0
mp-1398749,SbO2,P6_3/mmc,194,2,51,3.64443973,3.64443973,10.808072,90.0,90.0,120.0,6,-124.5701691666667,0.0006207682564108,1,0
mp-1446443,CaFe2O5,Pmmn,59,3,26,3.61775,5.278819,11.42783001,90.0,90.0,90.0,16,-1820.888284843749,0.0733216958943044,1,1
mp-7976,RbGdO2,R-3m,166,3,64,3.54273082,3.54273082,19.55926662,90.0,90.0,120.0,12,-2980.2784812500017,0.0987778999535005,1,1
mp-1220454,NbAlFe4,P-3m1,164,3,41,4.79912597,4.79912597,7.728938,90.0,90.0,120.0,12,-168.5763291666665,0.0705200066612377,1,1
mp-865924,LiZrAu2,Fm-3m,225,3,79,6.57595754,6.57595754,6.57595754,90.0,90.0,90.0,16,-535.8462033333335,1.5191712949371e-07,1,0
mp-1022205,Mg6CrFe,Amm2,38,3,26,6.144053,10.427137,4.860947,90.0,90.0,90.0,16,282.0734706250003,0.0408611753801922,0,1
mp-1217837,SrV4O10,Cm,8,3,38,3.78489973,6.18060995,9.14637908,93.1231669,89.97515435,107.77644406999998,15,-2578.536415611112,0.0098472633006449,1,1
mp-37297,U2PS,I4_1/amd,141,3,92,5.58158334,5.63376478,11.38375074,90.0,90.0,90.0,16,-1316.0030141145835,0.0587109060636683,1,1
mp-1238819,PO2,Cm,8,2,15,6.320588,2.677792,9.8449174,90.0,100.46898808,90.0,6,-1607.2609069444443,9.001937591843859e-06,1,0
mp-763976,V4O7F5,P1,1,3,23,5.200312,5.31326775,7.582224110000001,88.29887847,89.58455000000001,88.31674008,16,-2521.184646484375,0.0048135903652385,1,0
mp-1186093,Na3W,I4/mmm,139,2,74,4.88814,4.88814,9.626376,90.0,90.0,90.0,8,1370.4246200862067,0.0404138801154006,0,1
mp-1184271,ErTmIn2,Fm-3m,225,3,69,7.39902624,7.39902624,7.39902624,90.0,90.0,90.0,16,-423.3768966666669,2.853869641078146e-07,1,0
mp-1187179,Sm2MgIn,Fm-3m,225,3,62,7.64973204,7.64973204,7.64973204,90.0,90.0,90.0,16,-330.1250650000003,2.144532168095359e-07,1,0
mp-1187944,Yb2ZnGe,Fm-3m,225,3,70,7.04681632,7.04681632,7.04681632,90.0,90.0,90.0,16,-569.5005487499998,8.935549168192993e-06,1,0
mp-1219901,Pr4(BRh4)3,P4/mmm,123,3,59,4.280294,4.280294,16.71624,90.0,90.0,90.0,19,-588.9384740789468,5.632200718390878e-06,1,0
